current_date,cases,deaths,country,population,first_date,high_risk_2w
2020-09-23,0,0,FJ,889955.0,20/03/2020,False
2020-09-22,0,0,FJ,889955.0,20/03/2020,False
2020-09-21,0,0,FJ,889955.0,20/03/2020,False
2020-09-20,0,0,FJ,889955.0,20/03/2020,False
2020-09-19,0,0,FJ,889955.0,20/03/2020,False
2020-09-18,0,0,FJ,889955.0,20/03/2020,False
2020-09-17,0,0,FJ,889955.0,20/03/2020,False
2020-09-16,0,0,FJ,889955.0,20/03/2020,False
2020-09-15,0,0,FJ,889955.0,20/03/2020,False
2020-09-14,0,0,FJ,889955.0,20/03/2020,False
2020-09-13,0,0,FJ,889955.0,20/03/2020,False
2020-09-12,0,0,FJ,889955.0,20/03/2020,False
2020-09-11,0,0,FJ,889955.0,20/03/2020,False
2020-09-10,1,0,FJ,889955.0,20/03/2020,False
2020-09-09,0,0,FJ,889955.0,20/03/2020,False
2020-09-08,0,0,FJ,889955.0,20/03/2020,False
2020-09-07,0,0,FJ,889955.0,20/03/2020,False
2020-09-06,0,0,FJ,889955.0,20/03/2020,False
2020-09-05,0,0,FJ,889955.0,20/03/2020,False
2020-09-04,2,0,FJ,889955.0,20/03/2020,False
2020-09-03,0,0,FJ,889955.0,20/03/2020,False
2020-09-02,1,0,FJ,889955.0,20/03/2020,False
2020-09-01,0,0,FJ,889955.0,20/03/2020,False
2020-08-31,0,0,FJ,889955.0,20/03/2020,False
2020-08-30,0,0,FJ,889955.0,20/03/2020,False
2020-08-29,0,1,FJ,889955.0,20/03/2020,False
2020-08-28,0,0,FJ,889955.0,20/03/2020,False
2020-08-27,0,0,FJ,889955.0,20/03/2020,False
2020-08-26,0,0,FJ,889955.0,20/03/2020,False
2020-08-25,0,0,FJ,889955.0,20/03/2020,False
2020-08-24,0,0,FJ,889955.0,20/03/2020,False
2020-08-23,0,0,FJ,889955.0,20/03/2020,False
2020-08-22,0,0,FJ,889955.0,20/03/2020,False
2020-08-21,0,0,FJ,889955.0,20/03/2020,False
2020-08-20,0,0,FJ,889955.0,20/03/2020,False
2020-08-19,0,0,FJ,889955.0,20/03/2020,False
2020-08-18,0,0,FJ,889955.0,20/03/2020,False
2020-08-17,1,0,FJ,889955.0,20/03/2020,False
2020-08-16,0,0,FJ,889955.0,20/03/2020,False
2020-08-15,0,0,FJ,889955.0,20/03/2020,False
2020-08-14,0,0,FJ,889955.0,20/03/2020,False
2020-08-13,0,0,FJ,889955.0,20/03/2020,False
2020-08-12,0,0,FJ,889955.0,20/03/2020,False
2020-08-11,0,0,FJ,889955.0,20/03/2020,False
2020-08-10,0,0,FJ,889955.0,20/03/2020,False
